"Code département";"Libellé département";"Code commune";"Libellé commune";"Code BV";Inscrits;Votants;"% Votants";Abstentions;"% Abstentions";Exprimés;"% Exprimés/inscrits";"% Exprimés/votants";Blancs;"% Blancs/inscrits";"% Blancs/votants";Nuls;"% Nuls/inscrits";"% Nuls/votants";"Numéro de panneau 1";"Nuance candidat 1";"Nom candidat 1";"Prénom candidat 1";"Sexe candidat 1";"Voix 1";"% Voix/inscrits 1";"% Voix/exprimés 1";"Elu 1";"Numéro de panneau 2";"Nuance candidat 2";"Nom candidat 2";"Prénom candidat 2";"Sexe candidat 2";"Voix 2";"% Voix/inscrits 2";"% Voix/exprimés 2";"Elu 2";"Numéro de panneau 3";"Nuance candidat 3";"Nom candidat 3";"Prénom candidat 3";"Sexe candidat 3";"Voix 3";"% Voix/inscrits 3";"% Voix/exprimés 3";"Elu 3";"Numéro de panneau 4";"Nuance candidat 4";"Nom candidat 4";"Prénom candidat 4";"Sexe candidat 4";"Voix 4";"% Voix/inscrits 4";"% Voix/exprimés 4";"Elu 4"
"29";Finistère;"29019";Brest;"0095";909;684;"75,25%";225;"24,75%";656;"72,17%";"95,91%";28;"3,08%";"4,09%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;251;"27,61%";"38,26%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;212;"23,32%";"32,32%";élu;8;RN;KERVELLA;Denis;MASCULIN;193;"21,23%";"29,42%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0096";657;483;"73,52%";174;"26,48%";469;"71,39%";"97,10%";14;"2,13%";"2,90%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;191;"29,07%";"40,72%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;149;"22,68%";"31,77%";élu;8;RN;KERVELLA;Denis;MASCULIN;129;"19,63%";"27,51%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0097";958;723;"75,47%";235;"24,53%";702;"73,28%";"97,10%";21;"2,19%";"2,90%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;292;"30,48%";"41,60%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;231;"24,11%";"32,91%";élu;8;RN;KERVELLA;Denis;MASCULIN;179;"18,68%";"25,50%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0098";877;649;"74,00%";228;"26,00%";636;"72,52%";"98,00%";13;"1,48%";"2,00%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;223;"25,43%";"35,06%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;253;"28,85%";"39,78%";élu;8;RN;KERVELLA;Denis;MASCULIN;160;"18,24%";"25,16%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0099";776;540;"69,59%";236;"30,41%";526;"67,78%";"97,41%";14;"1,80%";"2,59%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;234;"30,15%";"44,49%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;177;"22,81%";"33,65%";élu;8;RN;KERVELLA;Denis;MASCULIN;115;"14,82%";"21,86%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0100";790;519;"65,70%";271;"34,30%";504;"63,80%";"97,11%";15;"1,90%";"2,89%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;171;"21,65%";"33,93%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;173;"21,90%";"34,33%";élu;8;RN;KERVELLA;Denis;MASCULIN;160;"20,25%";"31,75%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0101";878;599;"68,22%";279;"31,78%";585;"66,63%";"97,66%";14;"1,59%";"2,34%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;197;"22,44%";"33,68%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;219;"24,94%";"37,44%";élu;8;RN;KERVELLA;Denis;MASCULIN;169;"19,25%";"28,89%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0102";953;700;"73,45%";253;"26,55%";677;"71,04%";"96,71%";23;"2,41%";"3,29%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;223;"23,40%";"32,94%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;276;"28,96%";"40,77%";élu;8;RN;KERVELLA;Denis;MASCULIN;178;"18,68%";"26,29%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0103";740;480;"64,86%";260;"35,14%";466;"62,97%";"97,08%";14;"1,89%";"2,92%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;182;"24,59%";"39,06%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;119;"16,08%";"25,54%";élu;8;RN;KERVELLA;Denis;MASCULIN;165;"22,30%";"35,41%";;;;;;;;;;
"29";Finistère;"29019";Brest;"0104";797;553;"69,39%";244;"30,61%";540;"67,75%";"97,65%";13;"1,63%";"2,35%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;189;"23,71%";"35,00%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;214;"26,85%";"39,63%";élu;8;RN;KERVELLA;Denis;MASCULIN;137;"17,19%";"25,37%";;;;;;;;;;
"29";Finistère;"29035";"Coat-Méal";"0001";765;600;"78,43%";165;"21,57%";569;"74,38%";"94,83%";25;"3,27%";"4,17%";6;"0,78%";"1,00%";2;ENS;"LE GAC";Didier;MASCULIN;347;"45,36%";"60,98%";élu;3;RN;DONVAL;Martine;FEMININ;222;"29,02%";"39,02%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29040";"Le Conquet";"0001";1236;891;"72,09%";345;"27,91%";857;"69,34%";"96,18%";31;"2,51%";"3,48%";3;"0,24%";"0,34%";2;ENS;"LE GAC";Didier;MASCULIN;610;"49,35%";"71,18%";élu;3;RN;DONVAL;Martine;FEMININ;247;"19,98%";"28,82%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29040";"Le Conquet";"0002";1282;995;"77,61%";287;"22,39%";939;"73,24%";"94,37%";49;"3,82%";"4,92%";7;"0,55%";"0,70%";2;ENS;"LE GAC";Didier;MASCULIN;661;"51,56%";"70,39%";élu;3;RN;DONVAL;Martine;FEMININ;278;"21,68%";"29,61%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29047";"Le Drennec";"0001";1376;1048;"76,16%";328;"23,84%";1006;"73,11%";"95,99%";37;"2,69%";"3,53%";5;"0,36%";"0,48%";2;ENS;"LE GAC";Didier;MASCULIN;651;"47,31%";"64,71%";élu;3;RN;DONVAL;Martine;FEMININ;355;"25,80%";"35,29%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29061";Gouesnou;"0001";994;776;"78,07%";218;"21,93%";757;"76,16%";"97,55%";15;"1,51%";"1,93%";4;"0,40%";"0,52%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;371;"37,32%";"49,01%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;208;"20,93%";"27,48%";élu;8;RN;KERVELLA;Denis;MASCULIN;178;"17,91%";"23,51%";;;;;;;;;;
"29";Finistère;"29061";Gouesnou;"0002";1085;785;"72,35%";300;"27,65%";762;"70,23%";"97,07%";20;"1,84%";"2,55%";3;"0,28%";"0,38%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;293;"27,00%";"38,45%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;217;"20,00%";"28,48%";élu;8;RN;KERVELLA;Denis;MASCULIN;252;"23,23%";"33,07%";;;;;;;;;;
"29";Finistère;"29061";Gouesnou;"0003";883;669;"75,76%";214;"24,24%";659;"74,63%";"98,51%";6;"0,68%";"0,90%";4;"0,45%";"0,60%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;281;"31,82%";"42,64%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;205;"23,22%";"31,11%";élu;8;RN;KERVELLA;Denis;MASCULIN;173;"19,59%";"26,25%";;;;;;;;;;
"29";Finistère;"29061";Gouesnou;"0004";795;590;"74,21%";205;"25,79%";583;"73,33%";"98,81%";5;"0,63%";"0,85%";2;"0,25%";"0,34%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;255;"32,08%";"43,74%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;182;"22,89%";"31,22%";élu;8;RN;KERVELLA;Denis;MASCULIN;146;"18,36%";"25,04%";;;;;;;;;;
"29";Finistère;"29061";Gouesnou;"0005";816;641;"78,55%";175;"21,45%";624;"76,47%";"97,35%";12;"1,47%";"1,87%";5;"0,61%";"0,78%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;313;"38,36%";"50,16%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;182;"22,30%";"29,17%";élu;8;RN;KERVELLA;Denis;MASCULIN;129;"15,81%";"20,67%";;;;;;;;;;
"29";Finistère;"29061";Gouesnou;"0006";825;636;"77,09%";189;"22,91%";625;"75,76%";"98,27%";11;"1,33%";"1,73%";0;"0,00%";"0,00%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;311;"37,70%";"49,76%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;155;"18,79%";"24,80%";élu;8;RN;KERVELLA;Denis;MASCULIN;159;"19,27%";"25,44%";;;;;;;;;;
"29";Finistère;"29069";Guilers;"0001";725;514;"70,90%";211;"29,10%";506;"69,79%";"98,44%";6;"0,83%";"1,17%";2;"0,28%";"0,39%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;245;"33,79%";"48,42%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;122;"16,83%";"24,11%";élu;8;RN;KERVELLA;Denis;MASCULIN;139;"19,17%";"27,47%";;;;;;;;;;
"29";Finistère;"29069";Guilers;"0002";855;642;"75,09%";213;"24,91%";626;"73,22%";"97,51%";15;"1,75%";"2,34%";1;"0,12%";"0,16%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;246;"28,77%";"39,30%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;194;"22,69%";"30,99%";élu;8;RN;KERVELLA;Denis;MASCULIN;186;"21,75%";"29,71%";;;;;;;;;;
"29";Finistère;"29069";Guilers;"0003";609;445;"73,07%";164;"26,93%";438;"71,92%";"98,43%";4;"0,66%";"0,90%";3;"0,49%";"0,67%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;184;"30,21%";"42,01%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;139;"22,82%";"31,74%";élu;8;RN;KERVELLA;Denis;MASCULIN;115;"18,88%";"26,26%";;;;;;;;;;
"29";Finistère;"29069";Guilers;"0004";777;531;"68,34%";246;"31,66%";526;"67,70%";"99,06%";3;"0,39%";"0,56%";2;"0,26%";"0,38%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;223;"28,70%";"42,40%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;154;"19,82%";"29,28%";élu;8;RN;KERVELLA;Denis;MASCULIN;149;"19,18%";"28,33%";;;;;;;;;;
"29";Finistère;"29069";Guilers;"0005";864;638;"73,84%";226;"26,16%";621;"71,88%";"97,34%";13;"1,50%";"2,04%";4;"0,46%";"0,63%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;286;"33,10%";"46,05%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;169;"19,56%";"27,21%";élu;8;RN;KERVELLA;Denis;MASCULIN;166;"19,21%";"26,73%";;;;;;;;;;
"29";Finistère;"29069";Guilers;"0006";889;665;"74,80%";224;"25,20%";651;"73,23%";"97,89%";10;"1,12%";"1,50%";4;"0,45%";"0,60%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;299;"33,63%";"45,93%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;199;"22,38%";"30,57%";élu;8;RN;KERVELLA;Denis;MASCULIN;153;"17,21%";"23,50%";;;;;;;;;;
"29";Finistère;"29069";Guilers;"0007";1023;785;"76,74%";238;"23,26%";765;"74,78%";"97,45%";18;"1,76%";"2,29%";2;"0,20%";"0,25%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;267;"26,10%";"34,90%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;240;"23,46%";"31,37%";élu;8;RN;KERVELLA;Denis;MASCULIN;258;"25,22%";"33,73%";;;;;;;;;;
"29";Finistère;"29069";Guilers;"0008";949;727;"76,61%";222;"23,39%";708;"74,60%";"97,39%";15;"1,58%";"2,06%";4;"0,42%";"0,55%";3;DVC;LARSONNEUR;"Jean-Charles";MASCULIN;263;"27,71%";"37,15%";;7;UG;CADALEN;"Pierre-Yves";MASCULIN;216;"22,76%";"30,51%";élu;8;RN;KERVELLA;Denis;MASCULIN;229;"24,13%";"32,34%";;;;;;;;;;
"29";Finistère;"29076";"Milizac-Guipronvel";"0001";998;766;"76,75%";232;"23,25%";714;"71,54%";"93,21%";44;"4,41%";"5,74%";8;"0,80%";"1,04%";2;ENS;"LE GAC";Didier;MASCULIN;478;"47,90%";"66,95%";élu;3;RN;DONVAL;Martine;FEMININ;236;"23,65%";"33,05%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29076";"Milizac-Guipronvel";"0002";823;605;"73,51%";218;"26,49%";575;"69,87%";"95,04%";27;"3,28%";"4,46%";3;"0,36%";"0,50%";2;ENS;"LE GAC";Didier;MASCULIN;383;"46,54%";"66,61%";élu;3;RN;DONVAL;Martine;FEMININ;192;"23,33%";"33,39%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29076";"Milizac-Guipronvel";"0003";1075;794;"73,86%";281;"26,14%";755;"70,23%";"95,09%";33;"3,07%";"4,16%";6;"0,56%";"0,76%";2;ENS;"LE GAC";Didier;MASCULIN;492;"45,77%";"65,17%";élu;3;RN;DONVAL;Martine;FEMININ;263;"24,47%";"34,83%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29076";"Milizac-Guipronvel";"0004";622;442;"71,06%";180;"28,94%";436;"70,10%";"98,64%";5;"0,80%";"1,13%";1;"0,16%";"0,23%";2;ENS;"LE GAC";Didier;MASCULIN;293;"47,11%";"67,20%";élu;3;RN;DONVAL;Martine;FEMININ;143;"22,99%";"32,80%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29084";"Ile-Molène";"0001";226;163;"72,12%";63;"27,88%";148;"65,49%";"90,80%";13;"5,75%";"7,98%";2;"0,88%";"1,23%";2;ENS;"LE GAC";Didier;MASCULIN;100;"44,25%";"67,57%";élu;3;RN;DONVAL;Martine;FEMININ;48;"21,24%";"32,43%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29093";Kernilis;"0001";966;669;"69,25%";297;"30,75%";640;"66,25%";"95,67%";26;"2,69%";"3,89%";3;"0,31%";"0,45%";2;ENS;"LE GAC";Didier;MASCULIN;398;"41,20%";"62,19%";élu;3;RN;DONVAL;Martine;FEMININ;242;"25,05%";"37,81%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29095";"Kersaint-Plabennec";"0001";1118;842;"75,31%";276;"24,69%";792;"70,84%";"94,06%";44;"3,94%";"5,23%";6;"0,54%";"0,71%";2;ENS;"LE GAC";Didier;MASCULIN;523;"46,78%";"66,04%";élu;3;RN;DONVAL;Martine;FEMININ;269;"24,06%";"33,96%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29098";"Lampaul-Plouarzel";"0001";1054;826;"78,37%";228;"21,63%";761;"72,20%";"92,13%";55;"5,22%";"6,66%";10;"0,95%";"1,21%";2;ENS;"LE GAC";Didier;MASCULIN;573;"54,36%";"75,30%";élu;3;RN;DONVAL;Martine;FEMININ;188;"17,84%";"24,70%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29098";"Lampaul-Plouarzel";"0002";901;687;"76,25%";214;"23,75%";640;"71,03%";"93,16%";41;"4,55%";"5,97%";6;"0,67%";"0,87%";2;ENS;"LE GAC";Didier;MASCULIN;482;"53,50%";"75,31%";élu;3;RN;DONVAL;Martine;FEMININ;158;"17,54%";"24,69%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29099";"Lampaul-Ploudalmézeau";"0001";718;542;"75,49%";176;"24,51%";496;"69,08%";"91,51%";37;"5,15%";"6,83%";9;"1,25%";"1,66%";2;ENS;"LE GAC";Didier;MASCULIN;355;"49,44%";"71,57%";élu;3;RN;DONVAL;Martine;FEMININ;141;"19,64%";"28,43%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29100";Lanarvily;"0001";331;246;"74,32%";85;"25,68%";227;"68,58%";"92,28%";17;"5,14%";"6,91%";2;"0,60%";"0,81%";2;ENS;"LE GAC";Didier;MASCULIN;158;"47,73%";"69,60%";élu;3;RN;DONVAL;Martine;FEMININ;69;"20,85%";"30,40%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29109";Landunvez;"0001";1376;1109;"80,60%";267;"19,40%";1039;"75,51%";"93,69%";63;"4,58%";"5,68%";7;"0,51%";"0,63%";2;ENS;"LE GAC";Didier;MASCULIN;743;"54,00%";"71,51%";élu;3;RN;DONVAL;Martine;FEMININ;296;"21,51%";"28,49%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29112";Lanildut;"0001";902;722;"80,04%";180;"19,96%";686;"76,05%";"95,01%";31;"3,44%";"4,29%";5;"0,55%";"0,69%";2;ENS;"LE GAC";Didier;MASCULIN;492;"54,55%";"71,72%";élu;3;RN;DONVAL;Martine;FEMININ;194;"21,51%";"28,28%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29119";Lanrivoaré;"0001";1233;911;"73,88%";322;"26,12%";840;"68,13%";"92,21%";64;"5,19%";"7,03%";7;"0,57%";"0,77%";2;ENS;"LE GAC";Didier;MASCULIN;582;"47,20%";"69,29%";élu;3;RN;DONVAL;Martine;FEMININ;258;"20,92%";"30,71%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29126";"Loc-Brévalaire";"0001";173;142;"82,08%";31;"17,92%";132;"76,30%";"92,96%";9;"5,20%";"6,34%";1;"0,58%";"0,70%";2;ENS;"LE GAC";Didier;MASCULIN;84;"48,55%";"63,64%";élu;3;RN;DONVAL;Martine;FEMININ;48;"27,75%";"36,36%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29130";"Locmaria-Plouzané";"0001";1074;792;"73,74%";282;"26,26%";751;"69,93%";"94,82%";35;"3,26%";"4,42%";6;"0,56%";"0,76%";2;ENS;"LE GAC";Didier;MASCULIN;541;"50,37%";"72,04%";élu;3;RN;DONVAL;Martine;FEMININ;210;"19,55%";"27,96%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29130";"Locmaria-Plouzané";"0002";1017;797;"78,37%";220;"21,63%";756;"74,34%";"94,86%";31;"3,05%";"3,89%";10;"0,98%";"1,25%";2;ENS;"LE GAC";Didier;MASCULIN;522;"51,33%";"69,05%";élu;3;RN;DONVAL;Martine;FEMININ;234;"23,01%";"30,95%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29130";"Locmaria-Plouzané";"0003";1112;829;"74,55%";283;"25,45%";806;"72,48%";"97,23%";21;"1,89%";"2,53%";2;"0,18%";"0,24%";2;ENS;"LE GAC";Didier;MASCULIN;619;"55,67%";"76,80%";élu;3;RN;DONVAL;Martine;FEMININ;187;"16,82%";"23,20%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29130";"Locmaria-Plouzané";"0004";968;766;"79,13%";202;"20,87%";728;"75,21%";"95,04%";31;"3,20%";"4,05%";7;"0,72%";"0,91%";2;ENS;"LE GAC";Didier;MASCULIN;569;"58,78%";"78,16%";élu;3;RN;DONVAL;Martine;FEMININ;159;"16,43%";"21,84%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29160";Plabennec;"0001";1145;845;"73,80%";300;"26,20%";809;"70,66%";"95,74%";32;"2,79%";"3,79%";4;"0,35%";"0,47%";2;ENS;"LE GAC";Didier;MASCULIN;576;"50,31%";"71,20%";élu;3;RN;DONVAL;Martine;FEMININ;233;"20,35%";"28,80%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29160";Plabennec;"0002";950;720;"75,79%";230;"24,21%";685;"72,11%";"95,14%";30;"3,16%";"4,17%";5;"0,53%";"0,69%";2;ENS;"LE GAC";Didier;MASCULIN;493;"51,89%";"71,97%";élu;3;RN;DONVAL;Martine;FEMININ;192;"20,21%";"28,03%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29160";Plabennec;"0003";1110;870;"78,38%";240;"21,62%";830;"74,77%";"95,40%";32;"2,88%";"3,68%";8;"0,72%";"0,92%";2;ENS;"LE GAC";Didier;MASCULIN;552;"49,73%";"66,51%";élu;3;RN;DONVAL;Martine;FEMININ;278;"25,05%";"33,49%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29160";Plabennec;"0004";1108;784;"70,76%";324;"29,24%";747;"67,42%";"95,28%";25;"2,26%";"3,19%";12;"1,08%";"1,53%";2;ENS;"LE GAC";Didier;MASCULIN;509;"45,94%";"68,14%";élu;3;RN;DONVAL;Martine;FEMININ;238;"21,48%";"31,86%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29160";Plabennec;"0005";1112;867;"77,97%";245;"22,03%";824;"74,10%";"95,04%";37;"3,33%";"4,27%";6;"0,54%";"0,69%";2;ENS;"LE GAC";Didier;MASCULIN;618;"55,58%";"75,00%";élu;3;RN;DONVAL;Martine;FEMININ;206;"18,53%";"25,00%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29160";Plabennec;"0006";1091;740;"67,83%";351;"32,17%";695;"63,70%";"93,92%";35;"3,21%";"4,73%";10;"0,92%";"1,35%";2;ENS;"LE GAC";Didier;MASCULIN;474;"43,45%";"68,20%";élu;3;RN;DONVAL;Martine;FEMININ;221;"20,26%";"31,80%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29177";Plouarzel;"0001";1309;972;"74,26%";337;"25,74%";924;"70,59%";"95,06%";33;"2,52%";"3,40%";15;"1,15%";"1,54%";2;ENS;"LE GAC";Didier;MASCULIN;650;"49,66%";"70,35%";élu;3;RN;DONVAL;Martine;FEMININ;274;"20,93%";"29,65%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29177";Plouarzel;"0002";973;761;"78,21%";212;"21,79%";706;"72,56%";"92,77%";48;"4,93%";"6,31%";7;"0,72%";"0,92%";2;ENS;"LE GAC";Didier;MASCULIN;485;"49,85%";"68,70%";élu;3;RN;DONVAL;Martine;FEMININ;221;"22,71%";"31,30%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29177";Plouarzel;"0003";985;751;"76,24%";234;"23,76%";708;"71,88%";"94,27%";37;"3,76%";"4,93%";6;"0,61%";"0,80%";2;ENS;"LE GAC";Didier;MASCULIN;525;"53,30%";"74,15%";élu;3;RN;DONVAL;Martine;FEMININ;183;"18,58%";"25,85%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29178";Ploudalmézeau;"0001";914;658;"71,99%";256;"28,01%";617;"67,51%";"93,77%";32;"3,50%";"4,86%";9;"0,98%";"1,37%";2;ENS;"LE GAC";Didier;MASCULIN;359;"39,28%";"58,18%";élu;3;RN;DONVAL;Martine;FEMININ;258;"28,23%";"41,82%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29178";Ploudalmézeau;"0002";781;524;"67,09%";257;"32,91%";498;"63,76%";"95,04%";22;"2,82%";"4,20%";4;"0,51%";"0,76%";2;ENS;"LE GAC";Didier;MASCULIN;304;"38,92%";"61,04%";élu;3;RN;DONVAL;Martine;FEMININ;194;"24,84%";"38,96%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29178";Ploudalmézeau;"0003";791;573;"72,44%";218;"27,56%";548;"69,28%";"95,64%";20;"2,53%";"3,49%";5;"0,63%";"0,87%";2;ENS;"LE GAC";Didier;MASCULIN;301;"38,05%";"54,93%";élu;3;RN;DONVAL;Martine;FEMININ;247;"31,23%";"45,07%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29178";Ploudalmézeau;"0004";906;680;"75,06%";226;"24,94%";648;"71,52%";"95,29%";28;"3,09%";"4,12%";4;"0,44%";"0,59%";2;ENS;"LE GAC";Didier;MASCULIN;388;"42,83%";"59,88%";élu;3;RN;DONVAL;Martine;FEMININ;260;"28,70%";"40,12%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29178";Ploudalmézeau;"0005";688;506;"73,55%";182;"26,45%";489;"71,08%";"96,64%";15;"2,18%";"2,96%";2;"0,29%";"0,40%";2;ENS;"LE GAC";Didier;MASCULIN;312;"45,35%";"63,80%";élu;3;RN;DONVAL;Martine;FEMININ;177;"25,73%";"36,20%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29178";Ploudalmézeau;"0006";857;656;"76,55%";201;"23,45%";613;"71,53%";"93,45%";34;"3,97%";"5,18%";9;"1,05%";"1,37%";2;ENS;"LE GAC";Didier;MASCULIN;414;"48,31%";"67,54%";élu;3;RN;DONVAL;Martine;FEMININ;199;"23,22%";"32,46%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29178";Ploudalmézeau;"0007";705;545;"77,30%";160;"22,70%";517;"73,33%";"94,86%";23;"3,26%";"4,22%";5;"0,71%";"0,92%";2;ENS;"LE GAC";Didier;MASCULIN;380;"53,90%";"73,50%";élu;3;RN;DONVAL;Martine;FEMININ;137;"19,43%";"26,50%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29190";Plougonvelin;"0001";936;717;"76,60%";219;"23,40%";677;"72,33%";"94,42%";27;"2,88%";"3,77%";13;"1,39%";"1,81%";2;ENS;"LE GAC";Didier;MASCULIN;469;"50,11%";"69,28%";élu;3;RN;DONVAL;Martine;FEMININ;208;"22,22%";"30,72%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29190";Plougonvelin;"0002";967;734;"75,90%";233;"24,10%";707;"73,11%";"96,32%";24;"2,48%";"3,27%";3;"0,31%";"0,41%";2;ENS;"LE GAC";Didier;MASCULIN;521;"53,88%";"73,69%";élu;3;RN;DONVAL;Martine;FEMININ;186;"19,23%";"26,31%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29190";Plougonvelin;"0003";954;752;"78,83%";202;"21,17%";719;"75,37%";"95,61%";31;"3,25%";"4,12%";2;"0,21%";"0,27%";2;ENS;"LE GAC";Didier;MASCULIN;543;"56,92%";"75,52%";élu;3;RN;DONVAL;Martine;FEMININ;176;"18,45%";"24,48%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29190";Plougonvelin;"0004";901;760;"84,35%";141;"15,65%";725;"80,47%";"95,39%";26;"2,89%";"3,42%";9;"1,00%";"1,18%";2;ENS;"LE GAC";Didier;MASCULIN;536;"59,49%";"73,93%";élu;3;RN;DONVAL;Martine;FEMININ;189;"20,98%";"26,07%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29196";Plouguin;"0001";856;601;"70,21%";255;"29,79%";570;"66,59%";"94,84%";23;"2,69%";"3,83%";8;"0,93%";"1,33%";2;ENS;"LE GAC";Didier;MASCULIN;351;"41,00%";"61,58%";élu;3;RN;DONVAL;Martine;FEMININ;219;"25,58%";"38,42%";;;;;;;;;;;;;;;;;;;
"29";Finistère;"29196";Plouguin;"0002";898;644;"71,71%";254;"28,29%";609;"67,82%";"94,57%";31;"3,45%";"4,81%";4;"0,45%";"0,62%";2;ENS;"LE GAC";Didier;MASCULIN;384;"42,76%";"63,05%";élu;3;RN;DONVAL;Martine;FEMININ;225;"25,06%";"36,95%";;;;;;;;;;;;;;;;;;;
